"id_order","sku"
302849,"PAC1484"
302850,"BOS0043"
302857,"PAC1555"
302872,"CEL0022"
302872,"MUV0166"
302876,"SAT0033"
302876,"LMP0010"
302879,"CRU0026"
302908,"JAW0034"
302913,"JAW0042"
302916,"JAW0034"
302917,"SAT0018-A"
302921,"JAW0034"
302922,"KIN0153-2"
302922,"APP0694"
302928,"PAC1391"
302930,"BOO0062"
302933,"JAW0034"
302935,"JAW0034"
302937,"JAW0034"
302941,"JAW0034"
302943,"JAW0034"
302950,"MOP0082"
302955,"JAW0034"
302969,"JAW0034"
302975,"JAW0034"
302977,"JAW0034"
302983,"JAW0034"
302985,"JAW0042"
302987,"JAW0042"
302990,"IFX0016"
303004,"JAW0034"
303005,"JAW0034"
303007,"OWC0177-A"
303008,"JAW0034"
303015,"BEL0186"
303015,"JMO0047"
303015,"KEU0001"
